POLY_ID,LSOA21CD,LSOA21NM,LSOA21NMW,BNG_E,BNG_N,LAT,LONG,GlobalID,indicator_sex_female,indicator_Ethnic_nonwhite,indicator_education_noqualification,indicator_age_elder,indicator_age_children,indicator_NS-SeC_unemployed,indicator_NS-SeC_students,indicator_health_good,indicator_health_bad,NUMPOINTS,POPULATION,Shape_Leng,populati_1,area,ln1p,rate,MORAN_STD,MORAN_LAG,locationID,ClusterID,ClusterType,RelativeRisk
6984,E01007345,Barnsley 008B,,438877,409106,53.577,-1.414,{15131B76-98C9-4FA8-AEA2-A1670E7D7C36},0.514,0.032,0.236,0.178,0.202,0.084,0.041,0.77,0.065,79,1602,4691.181,3342.598,0.479,4.382,0.049,-0.295,-0.309,6984,16,low,0.34
6985,E01007346,Barnsley 008C,,438387,408206,53.569,-1.422,{5174C553-EEC2-4C71-874A-C4B102A42A75},0.51,0.019,0.203,0.149,0.215,0.069,0.036,0.773,0.082,46,1593,6709.53,2484.193,0.641,3.85,0.029,-0.313,-0.299,6985,16,low,0.34
6986,E01007347,Barnsley 008D,,440232,407668,53.564,-1.394,{87A26E4D-1F92-4924-A7BE-0C5C3C8E12A4},0.504,0.02,0.164,0.156,0.176,0.049,0.038,0.824,0.055,0,1805,12588.604,708.386,2.548,0,0,-0.338,-0.317,6986,16,low,0.34
6987,E01007348,Barnsley 020A,,441329,405033,53.54,-1.378,{E4AEA1F4-E798-48FB-AB33-67D62829A811},0.507,0.013,0.269,0.249,0.191,0.107,0.03,0.717,0.096,0,1489,5326.081,1968.188,0.757,0,0,-0.338,-0.33,6987,16,low,0.34
6988,E01007349,Barnsley 020B,,443306,404935,53.539,-1.348,{43B53704-274C-4EEE-8A77-81BC7DD1C251},0.517,0.018,0.246,0.2,0.18,0.116,0.034,0.713,0.099,282,1564,14630.504,301.895,5.181,5.645,0.18,-0.182,-0.29,6988,16,low,0.34
6989,E01007350,Barnsley 020C,,440480,405697,53.546,-1.391,{06F4D99B-12C3-4C75-83CB-05618CD22AC4},0.504,0.018,0.211,0.412,0.116,0.07,0.03,0.746,0.072,0,1109,13653.15,224.46,4.941,0,0,-0.338,-0.328,6989,16,low,0.34
6990,E01007351,Barnsley 020D,,442338,405273,53.542,-1.363,{2858E8AB-A93F-461E-B097-64CFAF278351},0.497,0.038,0.21,0.195,0.2,0.084,0.026,0.762,0.075,47,1724,14450.176,477.154,3.613,3.871,0.027,-0.315,-0.291,6990,16,low,0.34
6991,E01007352,Barnsley 020E,,441187,404541,53.536,-1.38,{E8A593C5-E24B-4443-BAE6-5BC7BA85E07C},0.513,0.048,0.224,0.149,0.226,0.106,0.042,0.721,0.102,0,1469,4622.267,5486.001,0.268,0,0,-0.338,-0.334,6991,16,low,0.34
6992,E01007353,Barnsley 020F,,441401,404081,53.532,-1.377,{315264FB-C359-4909-9599-9DF45AB59628},0.524,0.024,0.181,0.168,0.2,0.089,0.035,0.78,0.067,0,1691,4269.871,3219.203,0.525,0,0,-0.338,-0.286,6992,16,low,0.34
6993,E01007354,Barnsley 020G,,443193,408060,53.567,-1.349,{A20B0EFA-CF52-419D-AFF7-CF371369900D},0.518,0.003,0.231,0.224,0.165,0.082,0.03,0.722,0.083,247,1641,11701.395,302.06,5.433,5.513,0.151,-0.207,0.318,6993,16,low,0.34
6994,E01007355,Barnsley 005A,,431654,410622,53.591,-1.523,{6753682C-8691-4D31-B20C-30501015FA56},0.514,0.024,0.125,0.184,0.162,0.046,0.052,0.812,0.054,0,1436,6947.408,2232.594,0.643,0,0,-0.338,0.19,6994,16,low,0.34
6995,E01007356,Barnsley 004A,,433341,411063,53.595,-1.498,{4902A655-C40B-4177-8370-A1490A0BAFC8},0.521,0.011,0.185,0.325,0.119,0.077,0.035,0.753,0.056,0,1438,9240.436,931.401,1.544,0,0,-0.338,0.305,6995,16,low,0.34
6996,E01007357,Barnsley 004B,,432705,410429,53.589,-1.507,{8E255FE6-7894-4938-B8F8-AEA1C5D456F8},0.518,0.026,0.216,0.207,0.171,0.097,0.041,0.755,0.085,0,1411,3986.287,5154.746,0.274,0,0,-0.338,-0.338,6996,16,low,0.34
6997,E01007358,Barnsley 005B,,431413,409916,53.585,-1.527,{684B120A-D7A5-44D3-8206-108B8BD63ADB},0.518,0.033,0.149,0.21,0.176,0.053,0.034,0.8,0.053,215,1401,8637.1,1212.849,1.155,5.375,0.153,-0.205,0.312,6997,16,low,0.34
6998,E01007359,Barnsley 005C,,429429,410952,53.594,-1.557,{213A7A52-1DCA-4FD9-B58F-8E76B2B019F3},0.502,0.028,0.202,0.208,0.166,0.068,0.039,0.748,0.085,786,1440,13850.345,278.948,5.162,6.668,0.546,0.136,0.26,6998,16,low,0.34
6999,E01007360,Barnsley 005D,,430065,409435,53.581,-1.547,{7344DE84-8568-4051-92C2-695BCA521B22},0.517,0.019,0.203,0.287,0.16,0.084,0.033,0.751,0.071,87,1491,8359.182,1075.704,1.386,4.477,0.058,-0.288,-0.08,6999,16,low,0.34
7000,E01007361,Barnsley 004C,,432387,409539,53.581,-1.512,{39E2D27D-6B1C-4D34-BE98-7F9B379EC6C9},0.523,0.029,0.163,0.167,0.184,0.053,0.035,0.821,0.047,0,1922,6748.253,1525.178,1.26,0,0,-0.338,-0.28,7000,16,low,0.34
7001,E01007362,Barnsley 004D,,433495,409625,53.582,-1.496,{BA5532FA-E590-4950-82F2-42132151E92C},0.511,0.043,0.14,0.193,0.188,0.043,0.039,0.842,0.042,0,2137,6126.474,1418.99,1.506,0,0,-0.338,-0.338,7001,16,low,0.34
7002,E01007363,Barnsley 004E,,431772,410899,53.594,-1.521,{B5DAF584-7CB8-49D9-9130-37549D542A02},0.535,0.044,0.231,0.23,0.166,0.107,0.028,0.729,0.104,0,1632,6222.635,2257.305,0.723,0,0,-0.338,0.288,7002,16,low,0.34
7003,E01007364,Barnsley 025A,,444133,403294,53.524,-1.336,{10B5DB70-2673-48F2-9124-222AC20C786A},0.494,0.012,0.263,0.174,0.196,0.113,0.045,0.697,0.102,0,1408,6848.943,1341.858,1.049,0,0,-0.338,-0.312,7003,16,low,0.34
7004,E01007365,Barnsley 025B,,445765,403202,53.524,-1.311,{7A045A74-1D47-48AC-843D-A9499F182EA8},0.527,0.025,0.26,0.171,0.201,0.106,0.044,0.718,0.117,0,1210,4592.84,2160.815,0.56,0,0,-0.338,-0.338,7004,16,low,0.34
7005,E01007366,Barnsley 025C,,446027,402572,53.518,-1.307,{7ACF5522-68E2-4A9D-9DC2-DDD90FDAFEF8},0.515,0.015,0.163,0.177,0.189,0.059,0.034,0.796,0.055,0,2263,6497.772,1689.876,1.339,0,0,-0.338,-0.122,7005,16,low,0.34
7006,E01007367,Barnsley 025D,,443821,402756,53.52,-1.341,{46335185-01F6-4F92-A850-D2E05BCDCD05},0.503,0.016,0.279,0.157,0.225,0.105,0.026,0.752,0.089,0,1149,5928.935,709.239,1.62,0,0,-0.338,-0.27,7006,16,low,0.34
7007,E01007368,Barnsley 025E,,444868,402215,53.515,-1.325,{6F059374-F3BF-473A-9FBA-497C19BBF2EC},0.522,0.035,0.207,0.172,0.207,0.083,0.032,0.748,0.091,0,1733,4217.732,4387.176,0.395,0,0,-0.338,-0.338,7007,16,low,0.34
7008,E01007369,Barnsley 022A,,446657,404217,53.533,-1.298,{F2D67759-236D-45F4-81D9-4C36E6BA26B0},0.504,0.039,0.199,0.107,0.227,0.093,0.033,0.793,0.068,0,2031,3752.702,3908.156,0.52,0,0,-0.338,-0.338,7008,16,low,0.34
7009,E01007370,Barnsley 022B,,446880,403175,53.523,-1.294,{91CFB63F-D0C3-47E8-BF56-591F03D8F0EC},0.521,0.045,0.233,0.133,0.217,0.107,0.039,0.758,0.084,0,1793,11034.034,717.936,2.497,0,0,-0.338,-0.153,7009,16,low,0.34
7010,E01007371,Barnsley 022C,,445253,403735,53.528,-1.319,{E2659DB7-36EA-4DD1-9F6B-33D47BB5BA3B},0.518,0.031,0.222,0.158,0.194,0.094,0.04,0.739,0.086,0,1898,6386.072,1858.95,1.021,0,0,-0.338,-0.312,7010,16,low,0.34
7011,E01007372,Barnsley 014A,,445930,406372,53.552,-1.308,{A6BCAFEE-544A-4F8E-8543-F0070E23F5D6},0.509,0.036,0.238,0.135,0.233,0.107,0.034,0.743,0.106,0,1693,5881.869,2902.978,0.583,0,0,-0.338,0.515,7011,16,low,0.34
7012,E01007373,Barnsley 014B,,446553,405801,53.547,-1.299,{EB8D82AA-1808-410E-807B-E3AE83602DC4},0.522,0.038,0.289,0.135,0.25,0.12,0.039,0.733,0.098,0,1731,5248.404,2505.76,0.691,0,0,-0.338,0.372,7012,16,low,0.34
7013,E01007374,Barnsley 014C,,444767,405225,53.542,-1.326,{4968120B-29F9-408B-840D-35BF166A511E},0.521,0.011,0.27,0.274,0.126,0.082,0.029,0.7,0.11,0,1328,10372.347,720.637,1.843,0,0,-0.338,0.312,7013,16,low,0.34
7014,E01007375,Barnsley 014D,,445494,405142,53.541,-1.315,{3EA9CA7E-FA9C-4428-BBF1-22759F3F5533},0.522,0.021,0.252,0.246,0.161,0.104,0.031,0.698,0.086,0,1732,4034.804,2532.469,0.684,0,0,-0.338,-0.338,7014,16,low,0.34
7015,E01007376,Barnsley 022D,,446533,404830,53.538,-1.299,{85EB73CC-45F4-4F0F-A7B3-4B48E08ADD32},0.524,0.032,0.288,0.204,0.165,0.129,0.042,0.692,0.121,0,1450,6690.247,936.379,1.549,0,0,-0.338,-0.338,7015,16,low,0.34
7016,E01007377,Barnsley 014E,,446173,406156,53.55,-1.305,{2396272E-DC2E-4157-BEE0-C3F7AE284B38},0.506,0.035,0.242,0.124,0.231,0.107,0.048,0.752,0.093,0,1408,3679.954,4131.833,0.341,0,0,-0.338,-0.338,7016,16,low,0.34
7017,E01007378,Barnsley 014F,,445218,406389,53.552,-1.319,{51F0E148-F607-46A0-A591-828B18B3347E},0.505,0.037,0.284,0.162,0.22,0.135,0.041,0.678,0.126,0,1626,6919.557,1824.08,0.891,0,0,-0.338,0.728,7017,16,low,0.34
7018,E01007379,Barnsley 012A,,430246,406809,53.557,-1.545,{71D65C5B-4851-442B-A2FB-60BD17BB32A2},0.507,0.013,0.203,0.316,0.127,0.057,0.041,0.781,0.065,668,1449,12162.207,451.126,3.212,6.506,0.461,0.062,-0.216,7018,16,low,0.34
7019,E01007380,Barnsley 012B,,432262,407705,53.565,-1.514,{A5F54424-D084-4EB1-B356-70CB75A59555},0.514,0.041,0.114,0.208,0.179,0.045,0.034,0.846,0.047,0,1845,7751.376,1573.549,1.173,0,0,-0.338,-0.116,7019,16,low,0.34
7020,E01007381,Barnsley 012C,,432876,408131,53.569,-1.505,{9573579E-C7CE-463E-BECB-77A4D51C505D},0.525,0.033,0.134,0.181,0.169,0.044,0.044,0.843,0.04,0,2078,9757.709,1359.548,1.528,0,0,-0.338,-0.308,7020,16,low,0.34
7021,E01007382,Barnsley 019A,,431508,405793,53.548,-1.526,{E1433952-B388-42DC-91A7-CD0EEB6C87D5},0.501,0.036,0.218,0.205,0.155,0.073,0.032,0.765,0.075,314,1598,6963.8,1117.183,1.43,5.753,0.196,-0.167,-0.098,7021,16,low,0.34
7022,E01007383,Barnsley 019B,,432240,405310,53.543,-1.515,{278D9A49-215F-41B6-85BE-28FC194D5134},0.497,0.041,0.127,0.173,0.181,0.038,0.049,0.853,0.043,47,1319,3748.226,2739.331,0.482,3.871,0.036,-0.307,-0.138,7022,16,low,0.34
7023,E01007384,Barnsley 019C,,430865,404799,53.539,-1.536,{D05C6268-C640-49A3-8D05-179BAEED5065},0.518,0.007,0.162,0.263,0.163,0.045,0.033,0.809,0.041,0,1677,10482.119,537.202,3.122,0,0,-0.338,-0.13,7023,16,low,0.34
7024,E01007385,Barnsley 019D,,432339,404435,53.536,-1.514,{F7C7B0D4-C5BF-41AC-981F-3112009328AD},0.528,0.028,0.272,0.291,0.146,0.1,0.033,0.658,0.109,0,1382,5203.813,1916.36,0.721,0,0,-0.338,-0.092,7024,16,low,0.34
7025,E01007386,Barnsley 005E,,431207,408923,53.576,-1.53,{32F9D4A5-B78D-4685-B9A7-6666DA0B0596},0.516,0.014,0.168,0.271,0.138,0.054,0.035,0.806,0.057,566,1805,6277.786,1246.323,1.448,6.34,0.314,-0.066,-0.236,7025,16,low,0.34
7026,E01007387,Barnsley 012D,,431464,408126,53.569,-1.526,{7BBF3509-EBDB-4FFE-BCEA-B7CC5B1E55F8},0.512,0.033,0.201,0.2,0.163,0.069,0.045,0.78,0.063,212,1392,7096.56,1791.284,0.777,5.361,0.152,-0.206,-0.163,7026,16,low,0.34
7027,E01007388,Barnsley 029A,,438154,399869,53.494,-1.426,{43B3622E-BB90-4DBE-B781-02BA3C0DA861},0.488,0.031,0.135,0.171,0.172,0.058,0.045,0.822,0.047,0,1729,10275.978,1005.346,1.72,0,0,-0.338,-0.328,7027,16,low,0.34
7028,E01007389,Barnsley 030A,,437166,400058,53.496,-1.441,{E7011D22-F531-46AD-951F-3EA37371AC6B},0.497,0.005,0.2,0.395,0.086,0.068,0.028,0.76,0.067,0,1332,5177.955,2326.391,0.573,0,0,-0.338,-0.338,7028,16,low,0.34
7029,E01007390,Barnsley 030B,,436556,399779,53.493,-1.45,{8426D6B4-5E15-4615-8B84-21338F628013},0.495,0.014,0.19,0.247,0.15,0.067,0.033,0.757,0.06,0,1476,6318.196,1377.548,1.071,0,0,-0.338,-0.175,7029,16,low,0.34
7030,E01007391,Barnsley 030C,,437032,400483,53.5,-1.443,{825AB68E-5294-4262-9906-41BCB8988800},0.516,0.033,0.235,0.215,0.166,0.088,0.044,0.706,0.115,0,1513,5506.178,4483.742,0.337,0,0,-0.338,-0.334,7030,16,low,0.34
7031,E01007392,Barnsley 030D,,437291,401212,53.506,-1.439,{51593856-2048-400D-B6A7-FBF67D732D6D},0.502,0.011,0.244,0.151,0.229,0.107,0.041,0.737,0.084,0,1501,3122.688,4470.519,0.336,0,0,-0.338,-0.323,7031,16,low,0.34
7032,E01007393,Barnsley 029B,,437761,400658,53.501,-1.432,{AA0CDE4C-9512-4B13-B71D-C9F1A56500F0},0.517,0.022,0.192,0.193,0.157,0.071,0.036,0.766,0.089,0,1813,4932.977,5631.852,0.322,0,0,-0.338,-0.33,7032,16,low,0.34
7033,E01007394,Barnsley 029C,,438542,400547,53.5,-1.42,{BF262447-11AA-49F7-A543-25455B6B3AEC},0.498,0.025,0.217,0.153,0.195,0.1,0.036,0.729,0.09,0,1375,2994.135,5768.662,0.238,0,0,-0.338,-0.317,7033,16,low,0.34
7034,E01007395,Barnsley 030E,,436965,402344,53.516,-1.444,{35AF550A-B3B5-4EBE-9421-86941C3DD135},0.522,0.024,0.205,0.139,0.244,0.086,0.051,0.758,0.076,49,2092,8365.859,1464.606,1.428,3.912,0.023,-0.318,-0.315,7034,16,low,0.34
7035,E01007396,Barnsley 028A,,435798,400245,53.498,-1.462,{29A11840-301B-4F77-96E1-661E656A3410},0.515,0.016,0.199,0.183,0.168,0.068,0.033,0.756,0.082,0,1565,2963.199,5266.075,0.297,0,0,-0.338,0.09,7035,16,low,0.34
7036,E01007397,Barnsley 028B,,435986,401031,53.505,-1.459,{E3E2DB2B-740B-4C8F-986D-20142C8C7A19},0.521,0.021,0.257,0.298,0.143,0.121,0.035,0.673,0.131,68,1537,7623.191,1162.625,1.322,4.234,0.044,-0.3,-0.073,7036,16,low,0.34
7037,E01007398,Barnsley 028C,,435335,402066,53.514,-1.469,{4B8E4E1D-2111-46D8-914E-A78A5D6F9E3C},0.526,0.006,0.222,0.347,0.136,0.056,0.035,0.752,0.071,117,1632,13094.947,473.902,3.444,4.771,0.072,-0.276,-0.006,7037,16,low,0.34
7038,E01007399,Barnsley 028D,,434039,401451,53.509,-1.488,{8899B2EE-5F0B-436A-B355-71A26EEAA705},0.517,0.015,0.156,0.179,0.154,0.056,0.033,0.812,0.053,1013,2005,10411.053,861.508,2.327,6.922,0.505,0.101,0.287,7038,16,low,0.34
7039,E01007400,Barnsley 009C,,436005,407987,53.567,-1.458,{C9428469-7B16-47A6-88A3-628AAE271432},0.496,0.025,0.16,0.198,0.202,0.048,0.042,0.811,0.058,0,2293,6888.17,2710.615,0.846,0,0,-0.338,-0.329,7039,16,low,0.34
7040,E01007402,Barnsley 011B,,438213,407277,53.561,-1.425,{0B4A5F36-A6F5-4D58-A0DB-06019ED11E99},0.519,0.044,0.236,0.112,0.258,0.121,0.048,0.773,0.086,135,1974,10537.292,987.607,1.999,4.913,0.068,-0.279,-0.313,7040,16,low,0.34
7041,E01007403,Barnsley 011C,,437642,406944,53.558,-1.433,{1CCAA8FC-5785-4963-B042-00162BF5B8EF},0.536,0.022,0.289,0.138,0.198,0.127,0.039,0.708,0.113,41,1453,5462.45,2041.108,0.712,3.738,0.028,-0.314,-0.279,7041,16,low,0.34
7042,E01007404,Barnsley 009D,,436721,407605,53.564,-1.447,{168CA3C3-7DFA-41C1-9BF1-A5B947578487},0.516,0.012,0.249,0.338,0.107,0.085,0.031,0.723,0.079,0,1308,4428.622,2875.436,0.455,0,0,-0.338,-0.301,7042,16,low,0.34
7043,E01007405,Barnsley 011D,,436853,406866,53.557,-1.445,{DEB2A4E5-B1DE-4D3C-AB06-0FD58851135F},0.516,0.047,0.258,0.26,0.168,0.091,0.028,0.756,0.083,139,1922,4687.845,3063.727,0.627,4.942,0.072,-0.275,-0.315,7043,16,low,0.34
7044,E01007406,Barnsley 009E,,436999,408926,53.576,-1.443,{90AF1A5E-04FD-45FF-A77D-5989B923031E},0.519,0.028,0.297,0.22,0.184,0.123,0.032,0.684,0.132,0,1675,7051.385,1332.488,1.257,0,0,-0.338,-0.324,7044,16,low,0.34
7045,E01007408,Barnsley 010C,,433406,407239,53.561,-1.497,{2A0C3A3A-F050-4662-B67E-BBA014F865C7},0.509,0.043,0.162,0.206,0.154,0.059,0.041,0.787,0.048,0,1441,3043.152,5327.089,0.271,0,0,-0.338,-0.338,7045,16,low,0.34
7046,E01007409,Barnsley 010D,,434160,407140,53.56,-1.486,{5474E6B6-B54E-4A2E-9243-2E6ECCE78964},0.469,0.04,0.158,0.198,0.129,0.07,0.047,0.806,0.049,0,1460,3719.599,4085.296,0.357,0,0,-0.338,-0.303,7046,16,low,0.34
7047,E01007410,Barnsley 010E,,434616,407483,53.563,-1.479,{E92134B6-4896-4B03-8FCE-F2ACE62DD322},0.499,0.055,0.233,0.185,0.158,0.117,0.036,0.716,0.1,21,1776,3735.347,3705.747,0.479,3.091,0.012,-0.328,-0.302,7047,16,low,0.34
7048,E01007411,Barnsley 007F,,434198,409147,53.578,-1.485,{00C0A154-F32E-4708-BFC3-ED1C89BE963E},0.501,0.038,0.24,0.109,0.26,0.128,0.056,0.75,0.098,0,1486,3639.752,2862.451,0.519,0,0,-0.338,-0.338,7048,16,low,0.34
7049,E01007413,Barnsley 017C,,434568,405172,53.542,-1.48,{78839A56-FA3A-4943-A8EE-0B4D64C6E170},0.51,0.048,0.255,0.127,0.231,0.116,0.034,0.739,0.091,0,1454,5090.216,3354.051,0.434,0,0,-0.338,-0.164,7049,16,low,0.34
7050,E01007414,Barnsley 017D,,435220,405249,53.543,-1.47,{DC18F2ED-CC53-4CB4-B4C3-AA271281A2E9},0.494,0.046,0.222,0.116,0.204,0.094,0.042,0.791,0.069,0,2261,5270.931,5334.206,0.424,0,0,-0.338,-0.31,7050,16,low,0.34
7051,E01007415,Barnsley 013C,,433212,404839,53.539,-1.5,{CE3BAF03-3022-4FAA-8FBB-56BFB87B5A38},0.506,0.034,0.188,0.22,0.159,0.082,0.04,0.792,0.075,528,1509,7678.375,1287.3,1.172,6.271,0.35,-0.034,-0.137,7051,16,low,0.34
7052,E01007416,Barnsley 018D,,435914,405022,53.541,-1.46,{28B7F0DA-34E1-4D59-B794-8A3A5D33451B},0.495,0.05,0.261,0.154,0.265,0.118,0.03,0.755,0.103,0,1406,2802.831,3846.878,0.365,0,0,-0.338,-0.338,7052,16,low,0.34
7053,E01007417,Barnsley 013D,,434057,406021,53.55,-1.487,{0642E636-81C1-4CD1-887E-C345922DDCE7},0.495,0.054,0.188,0.103,0.197,0.07,0.041,0.832,0.055,0,1846,3361.905,8931.857,0.207,0,0,-0.338,-0.246,7053,16,low,0.34
7054,E01007418,Barnsley 016A,,427743,409180,53.578,-1.582,{7B69F4AE-8A48-4AE4-B2D5-2233877FED1D},0.504,0.014,0.127,0.337,0.125,0.036,0.032,0.815,0.04,41,1285,28412.111,69.691,18.438,3.738,0.032,-0.311,0.052,7054,16,low,0.34
7055,E01007419,Barnsley 016B,,429362,404851,53.54,-1.558,{EE14A1A3-8B78-45F4-AABF-C9D8BD2F5B8F},0.512,0.015,0.126,0.278,0.129,0.036,0.05,0.838,0.043,0,1571,12152.172,483.329,3.25,0,0,-0.338,-0.159,7055,16,low,0.34
7056,E01007420,Barnsley 016C,,428392,405363,53.544,-1.573,{32CAC248-5F32-4514-A871-FA66EFC9984F},0.501,0.027,0.146,0.316,0.138,0.05,0.033,0.802,0.055,0,1390,10697.917,454.737,3.057,0,0,-0.338,-0.33,7056,16,low,0.34
7057,E01007421,Barnsley 027A,,431309,398790,53.485,-1.53,{1F1704B6-2466-44E2-8292-FE13CD98E218},0.51,0.015,0.126,0.294,0.118,0.052,0.044,0.83,0.041,1025,1374,36575.645,48.814,28.148,6.933,0.746,0.31,-0.162,7057,16,low,0.34
7058,E01007422,Barnsley 027B,,427376,400649,53.502,-1.589,{41D4D4C4-E297-47FB-8CCE-6287A37E3162},0.516,0.037,0.119,0.237,0.185,0.035,0.042,0.829,0.062,26,1543,22947.453,128.44,12.013,3.296,0.017,-0.324,-0.226,7058,16,low,0.34
7059,E01007423,Barnsley 027C,,429004,401974,53.514,-1.564,{470C4585-ACF6-49D8-8409-8122282BC1B3},0.512,0.028,0.165,0.252,0.166,0.059,0.034,0.812,0.058,0,1651,16637,193.814,8.518,0,0,-0.338,-0.173,7059,16,low,0.34
7060,E01007424,Barnsley 028E,,434574,399393,53.49,-1.48,{186FD6E8-7C99-49D4-87CF-870429BA1130},0.512,0.038,0.122,0.196,0.181,0.051,0.045,0.834,0.052,2763,1929,15745.225,232.951,8.281,7.924,1.432,0.907,-0.195,7060,16,low,0.34
7061,E01007425,Barnsley 016D,,424412,404749,53.539,-1.633,{73E42324-018C-4690-AD18-C7DEC5535178},0.51,0.026,0.094,0.259,0.169,0.03,0.044,0.863,0.029,0,1842,19434.035,169.53,10.865,0,0,-0.338,-0.284,7061,16,low,0.34
7062,E01007426,Barnsley 027D,,416252,402677,53.521,-1.756,{B34AB89D-06D0-41AA-8A33-5F6AA209860C},0.491,0.018,0.136,0.228,0.176,0.048,0.029,0.826,0.053,754,1925,59622.345,29.562,65.118,6.627,0.392,0.002,0.212,7062,16,low,0.34
7063,E01007427,Barnsley 024A,,422661,403309,53.526,-1.66,{495B4BA6-2100-478F-B040-1CB1F6366613},0.499,0.02,0.128,0.193,0.187,0.06,0.038,0.821,0.05,0,1675,6556.954,1982.721,0.845,0,0,-0.338,-0.225,7063,16,low,0.34
7064,E01007428,Barnsley 024B,,423000,402442,53.518,-1.655,{1F637C20-7670-4AC7-9999-5E32CF0BBC58},0.504,0.008,0.112,0.211,0.167,0.039,0.038,0.852,0.042,0,1513,23402.774,242.434,6.241,0,0,-0.338,-0.294,7064,16,low,0.34
7065,E01007429,Barnsley 024C,,424655,403073,53.524,-1.63,{D6CBB01D-AF44-4979-9E81-D75A34DD65FC},0.532,0.019,0.247,0.306,0.155,0.087,0.033,0.681,0.105,0,1442,4036.719,4503.067,0.32,0,0,-0.338,-0.338,7065,16,low,0.34
7066,E01007430,Barnsley 024D,,425246,403082,53.524,-1.621,{C9448C11-9FC4-48B5-85DD-477ACB2C2598},0.524,0.02,0.073,0.127,0.234,0.021,0.048,0.883,0.027,0,2837,7517.953,3525.935,0.805,0,0,-0.338,-0.335,7066,16,low,0.34
7067,E01007431,Barnsley 024E,,424118,402218,53.516,-1.638,{27464937-A2C4-4650-BD9F-05C65B2F244F},0.509,0.027,0.146,0.232,0.189,0.048,0.041,0.834,0.046,0,1382,9030.13,1103.292,1.253,0,0,-0.338,-0.338,7067,16,low,0.34
7068,E01007432,Barnsley 024F,,425435,402661,53.52,-1.618,{CF0252E7-1D3D-4A60-8E00-3C5D86DE1D29},0.516,0.011,0.121,0.207,0.199,0.042,0.043,0.822,0.047,0,1692,6273.068,2831.913,0.597,0,0,-0.338,-0.335,7068,16,low,0.34
7070,E01007434,Barnsley 001A,,436406,411749,53.601,-1.451,{FE400C05-C303-4F72-938E-4B78B0B40124},0.514,0.028,0.147,0.125,0.214,0.059,0.045,0.812,0.055,33,2463,6792.171,4042.968,0.609,3.526,0.013,-0.327,-0.328,7070,13,high,3.18
7073,E01007437,Barnsley 002C,,436071,409831,53.584,-1.457,{A1448B07-8E74-4B6B-B213-C55E095B3AF8},0.495,0.017,0.23,0.184,0.162,0.093,0.041,0.749,0.087,0,1401,5759.262,1281.924,1.093,0,0,-0.338,-0.334,7073,16,low,0.34
7074,E01007438,Barnsley 001C,,436188,412250,53.606,-1.455,{502042E2-B16D-4527-A638-A84BD05874C7},0.541,0.029,0.202,0.282,0.14,0.071,0.045,0.778,0.068,21,1429,5997.749,1533.903,0.932,3.091,0.015,-0.326,0.189,7074,13,high,3.18
7075,E01007439,Barnsley 001D,,435130,410871,53.593,-1.471,{A0F4E4B0-60D3-4B73-9064-1D3CDB648B1B},0.504,0.018,0.145,0.234,0.17,0.039,0.03,0.836,0.037,0,1451,9640.778,579.173,2.505,0,0,-0.338,-0.137,7075,16,low,0.34
7076,E01007440,Barnsley 002D,,436866,411833,53.602,-1.444,{7D4CD954-F359-4BC2-8568-BB5AA87591AB},0.508,0.026,0.237,0.157,0.201,0.099,0.039,0.739,0.093,29,1478,4296.851,3633.856,0.407,3.401,0.02,-0.321,-0.321,7076,13,high,3.18
7077,E01007441,Barnsley 013E,,433673,406748,53.556,-1.493,{C655AD71-C0EB-4D26-A7AC-C303747376AF},0.497,0.059,0.166,0.119,0.177,0.072,0.035,0.802,0.058,0,1524,2506.752,6561.145,0.232,0,0,-0.338,-0.311,7077,16,low,0.34
7078,E01007442,Barnsley 012E,,432361,406249,53.552,-1.513,{05E79565-30C8-4AFA-9ED2-3090140EB324},0.519,0.058,0.181,0.389,0.129,0.062,0.031,0.8,0.059,882,1453,7411.406,1140.418,1.274,6.783,0.607,0.189,-0.225,7078,16,low,0.34
7079,E01007443,Barnsley 013F,,433855,406367,53.553,-1.49,{DA39684E-861D-4BE7-8A13-C72E802D22BC},0.447,0.13,0.206,0.079,0.154,0.096,0.051,0.822,0.058,0,2253,2577.58,9800.545,0.23,0,0,-0.338,-0.305,7079,16,low,0.34
7080,E01007444,Barnsley 012F,,433036,405950,53.549,-1.503,{1E53549C-3608-4F32-9EA0-CA1EE8AD2776},0.505,0.049,0.182,0.206,0.177,0.066,0.036,0.796,0.064,0,2165,5124.032,3254.837,0.665,0,0,-0.338,-0.233,7080,16,low,0.34
7081,E01007445,Barnsley 013G,,433481,405805,53.548,-1.496,{3AD019E8-BFBF-40AE-9069-5D99206747F2},0.514,0.055,0.214,0.148,0.188,0.066,0.041,0.79,0.064,0,1574,3343.874,3092.166,0.509,0,0,-0.338,-0.172,7081,16,low,0.34
7082,E01007446,Barnsley 012G,,433091,406829,53.557,-1.502,{AF8CB616-E1F8-4DFD-ADA7-3A00C99E0D17},0.529,0.027,0.214,0.285,0.14,0.08,0.033,0.777,0.068,0,1281,4308.958,3108.429,0.412,0,0,-0.338,-0.263,7082,16,low,0.34
